SW_score	perc_div	perc_del	perc_ins	query_seq	qpos_begin	qpos_end	q(left)	match	matching_repeat	repeat_class	rpos_begin	rpos_end	r(left)	ID	file	spec	reg_st	reg_en	rep_group
1038	22.3	5.4	3.0	Ta_chr4.fa	14684	14942	(35059)	+	MIRb	SINE/MIR	4	268	(0)	66	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
542	26.3	6.4	0.6	Ta_chr4.fa	14946	15102	(34899)	+	MIR	SINE/MIR	97	262	(0)	67	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
318	9.9	3.5	0.2	Ta_chr4.fa	15104	15160	(34841)	+	MIR1_Amn	SINE/MIR	100	163	(67)	68	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
194	21.2	10.6	5.0	Ta_chr4.fa	15166	15231	(34770)	+	L2d2	LINE/L2	3367	3446	(18)	69	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
321	17.1	1.6	0.2	Ta_chr4.fa	15248	15317	(34684)	C	MIRb	SINE/MIR	(186)	82	7	70	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
426	22.8	2.5	4.3	Ta_chr4.fa	15310	15428	(34573)	C	L2b	LINE/L2	(18)	3446	3255	71	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
333	22.0	0.9	2.2	Ta_chr4.fa	15441	15537	(34464)	+	L2d2	LINE/L2	3264	3446	(18)	72	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
528	21.5	4.0	7.9	Ta_chr4.fa	15851	16072	(33929)	+	L2a	LINE/L2	3211	3424	(2)	73	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
187	26.3	3.5	0.0	Ta_chr4.fa	16081	16137	(33864)	+	L2c	LINE/L2	3267	3325	(62)	74	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
512	23.4	2.4	6.0	Ta_chr4.fa	16132	16357	(33644)	C	L2d	LINE/L2	(0)	3425	3217	75	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
384	22.1	3.4	5.1	Ta_chr4.fa	16364	16482	(33519)	C	L2b	LINE/L2	(18)	3446	3259	71	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
486	19.3	3.2	4.9	Ta_chr4.fa	16517	16641	(33360)	C	L2b	LINE/L2	(0)	3375	3253	71	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
451	22.6	0.8	5.6	Ta_chr4.fa	16695	16825	(33176)	C	L2d	LINE/L2	(0)	3425	3301	76	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
287	19.4	3.3	10.6	Ta_chr4.fa	16879	17042	(32959)	C	L2d	LINE/L2	(3)	3461	3211	77	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
392	22.1	3.4	5.1	Ta_chr4.fa	17048	17166	(32835)	C	L2b	LINE/L2	(0)	3375	3259	78	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
431	21.8	2.9	2.9	Ta_chr4.fa	17201	17304	(32697)	C	L2a	LINE/L2	(0)	3426	3323	79	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
226	25.0	0.0	0.0	Ta_chr4.fa	17300	17351	(32650)	C	MIR	SINE/MIR	(5)	257	206	80	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
263	15.8	0.5	0.0	Ta_chr4.fa	17315	17357	(32644)	C	L2a	LINE/L2	(26)	3438	3401	79	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
262	17.8	2.2	0.0	Ta_chr4.fa	17366	17410	(32591)	+	L2d2	LINE/L2	3397	3442	(22)	81	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
943	23.3	5.5	3.0	Ta_chr4.fa	17412	17668	(32333)	+	MIRb	SINE/MIR	6	268	(0)	82	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
873	21.6	1.9	0.5	Ta_chr4.fa	17712	17971	(32030)	C	MIRb	SINE/MIR	(1)	261	2	83	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
338	22.0	8.0	5.6	Ta_chr4.fa	17973	18057	(31944)	+	L2a	LINE/L2	3177	3293	(133)	84	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
316	14.8	0.0	0.0	Ta_chr4.fa	18058	18111	(31890)	+	MIR1_Amn	SINE/MIR	116	169	(61)	85	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
338	22.0	8.0	5.6	Ta_chr4.fa	18112	18192	(31809)	+	L2a	LINE/L2	3294	3408	(18)	84	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
327	17.2	0.5	0.7	Ta_chr4.fa	18196	18320	(31681)	+	MIRb	SINE/MIR	4	169	(61)	86	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
358	15.9	1.5	4.7	Ta_chr4.fa	18334	18399	(31602)	+	L2a	LINE/L2	3345	3408	(18)	87	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
915	22.5	5.3	2.8	Ta_chr4.fa	18401	18647	(31354)	+	MIRb	SINE/MIR	1	253	(15)	88	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
404	26.4	8.2	4.6	Ta_chr4.fa	18662	18808	(31193)	+	MIRb	SINE/MIR	117	268	(0)	89	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
312	22.4	1.2	4.3	Ta_chr4.fa	18872	18954	(31047)	+	L2a	LINE/L2	3345	3461	(3)	90	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
323	19.1	1.5	4.7	Ta_chr4.fa	19012	19077	(30924)	+	L2a	LINE/L2	3345	3408	(18)	91	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
310	20.7	1.5	4.7	Ta_chr4.fa	19155	19220	(30781)	+	L2a	LINE/L2	3345	3408	(18)	92	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
312	20.7	1.5	4.7	Ta_chr4.fa	19308	19373	(30628)	+	L2a	LINE/L2	3345	3408	(18)	93	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
312	20.7	1.5	4.7	Ta_chr4.fa	19481	19546	(30455)	+	L2a	LINE/L2	3345	3408	(18)	94	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
296	19.6	1.8	0.0	Ta_chr4.fa	19625	19680	(30321)	+	MIR	SINE/MIR	206	262	(0)	86	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
315	19.1	1.5	4.7	Ta_chr4.fa	19773	19838	(30163)	+	L2a	LINE/L2	3345	3408	(18)	95	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
276	23.9	1.5	4.7	Ta_chr4.fa	19931	19996	(30005)	+	L2a	LINE/L2	3345	3408	(18)	96	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
299	24.4	7.2	3.8	Ta_chr4.fa	20001	20158	(29843)	+	L2a	LINE/L2	3273	3442	(22)	97	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
532	22.4	3.1	5.2	Ta_chr4.fa	20215	20471	(29530)	+	L2b	LINE/L2	3181	3446	(18)	98	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
491	25.3	2.5	10.4	Ta_chr4.fa	20532	20889	(29112)	+	L2b	LINE/L2	3109	3426	(0)	99	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
560	24.9	8.0	3.3	Ta_chr4.fa	20955	21272	(28729)	+	L2d2	LINE/L2	3112	3446	(18)	100	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
295	21.9	10.2	7.2	Ta_chr4.fa	21333	21440	(28561)	+	L2b	LINE/L2	3255	3365	(10)	101	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
438	23.3	3.2	7.9	Ta_chr4.fa	21416	21690	(28311)	C	L2b	LINE/L2	(0)	3425	3180	102	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
414	25.0	3.0	0.0	Ta_chr4.fa	21772	21871	(28130)	+	L2b	LINE/L2	3273	3375	(0)	103	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
476	27.4	0.7	7.6	Ta_chr4.fa	21937	22090	(27911)	C	L2d2	LINE/L2	(3)	3461	3318	104	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
530	23.0	3.7	5.3	Ta_chr4.fa	22104	22320	(27681)	+	L2b	LINE/L2	3211	3426	(0)	105	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
603	20.8	2.3	7.1	Ta_chr4.fa	22412	22587	(27414)	+	L2a	LINE/L2	3259	3426	(0)	106	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
501	23.2	1.6	6.1	Ta_chr4.fa	22669	22876	(27125)	+	L2b	LINE/L2	3236	3426	(0)	107	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
559	22.3	6.5	5.6	Ta_chr4.fa	22882	23095	(26906)	+	L2a	LINE/L2	3211	3426	(0)	108	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
475	22.9	3.8	6.1	Ta_chr4.fa	23281	23532	(26469)	+	L2b	LINE/L2	3209	3446	(18)	109	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
449	22.4	6.2	3.8	Ta_chr4.fa	26200	26329	(23672)	+	L2b	LINE/L2	3241	3373	(2)	110	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
293	28.6	1.7	9.0	Ta_chr4.fa	27118	27236	(22765)	+	L2b	LINE/L2	3352	3462	(2)	109	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
288	25.1	1.6	1.5	Ta_chr4.fa	27215	27294	(22707)	C	L2b	LINE/L2	(18)	3446	3299	111	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
196	32.2	0.0	3.6	Ta_chr4.fa	28582	28639	(21362)	C	MIR	SINE/MIR	(0)	262	207	112	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
379	31.4	0.0	3.3	Ta_chr4.fa	28677	28801	(21200)	C	L2b	LINE/L2	(24)	3351	3231	111	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
657	17.0	6.8	0.6	Ta_chr4.fa	28790	28937	(21064)	C	MIR1_Amn	SINE/MIR	(67)	163	7	113	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
493	19.1	12.4	5.8	Ta_chr4.fa	29176	29353	(20648)	C	L2a	LINE/L2	(0)	3426	3238	114	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
212	17.0	12.8	0.0	Ta_chr4.fa	30170	30216	(19785)	+	MIRb	SINE/MIR	4	56	(212)	115	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
418	19.3	6.7	4.9	Ta_chr4.fa	30217	30336	(19665)	+	L2b	LINE/L2	3253	3374	(1)	116	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
653	23.8	4.3	7.4	Ta_chr4.fa	30338	30546	(19455)	+	MIRb	SINE/MIR	51	253	(15)	115	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
222	23.9	2.2	0.0	Ta_chr4.fa	30992	31037	(18964)	C	L2b	LINE/L2	(0)	3375	3329	117	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
210	23.9	0.0	2.2	Ta_chr4.fa	31009	31055	(18946)	C	L2b	LINE/L2	(18)	3446	3401	118	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
534	30.3	7.8	4.3	Ta_chr4.fa	31535	31779	(18222)	+	MIRb	SINE/MIR	1	253	(15)	119	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
269	27.4	0.9	8.7	Ta_chr4.fa	31684	31795	(18206)	+	L2c	LINE/L2	3280	3383	(4)	120	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
306	30.1	0.5	14.2	Ta_chr4.fa	31901	32124	(17877)	+	L2b	LINE/L2	3235	3446	(18)	121	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
534	23.9	3.5	9.6	Ta_chr4.fa	32286	32646	(17355)	C	L2b	LINE/L2	(18)	3446	3060	118	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
317	32.1	5.0	3.6	Ta_chr4.fa	32715	33095	(16906)	C	L2b	LINE/L2	(337)	3082	2697	118	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
740	18.8	14.5	6.1	Ta_chr4.fa	33116	33342	(16659)	C	MIR	SINE/MIR	(16)	246	2	122	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
1109	19.6	4.8	2.3	Ta_chr4.fa	33349	33599	(16402)	C	MIRb	SINE/MIR	(1)	267	11	123	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
856	27.4	2.8	6.7	Ta_chr4.fa	33640	34214	(15787)	C	L2-1_AMi	LINE/L2	(482)	753	200	124	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
392	26.0	5.4	5.0	Ta_chr4.fa	34278	34457	(15544)	+	MIR3	SINE/MIR	2	184	(46)	125	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
484	20.6	0.0	7.7	Ta_chr4.fa	34507	34632	(15369)	C	L2d	LINE/L2	(10)	3415	3299	126	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
653	17.7	2.3	0.8	Ta_chr4.fa	34861	34991	(15010)	C	MIR1_Amn	SINE/MIR	(77)	153	21	127	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
350	24.8	2.6	6.6	Ta_chr4.fa	35330	35457	(14544)	C	L2b	LINE/L2	(18)	3446	3250	128	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
648	23.2	1.4	0.7	Ta_chr4.fa	35473	35615	(14386)	+	MIR3	SINE/MIR	11	154	(54)	129	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
339	18.2	1.7	0.6	Ta_chr4.fa	35671	35740	(14261)	C	L2b	LINE/L2	(18)	3446	3389	128	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
391	16.9	1.4	2.8	Ta_chr4.fa	35758	35830	(14171)	C	L2b	LINE/L2	(0)	3375	3304	128	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
539	26.1	1.9	10.9	Ta_chr4.fa	35847	36338	(13663)	C	L2b	LINE/L2	(18)	3446	3022	130	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
501	21.2	0.8	5.7	Ta_chr4.fa	36365	36494	(13507)	+	L2d	LINE/L2	3302	3425	(0)	131	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
587	33.2	1.1	5.0	Ta_chr4.fa	36548	37114	(12887)	C	L2-1_AMi	LINE/L2	(251)	984	439	132	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
498	21.9	3.7	8.8	Ta_chr4.fa	37832	38046	(11955)	C	L2a	LINE/L2	(2)	3424	3220	133	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
282	27.1	1.4	0.0	Ta_chr4.fa	38072	38141	(11860)	+	L2d	LINE/L2	3352	3422	(3)	134	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
635	17.9	1.5	2.6	Ta_chr4.fa	38340	38492	(11509)	+	MIR3	SINE/MIR	8	154	(114)	135	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
844	21.1	9.4	2.8	Ta_chr4.fa	38519	38752	(11249)	+	MIR	SINE/MIR	2	250	(12)	136	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
401	24.1	0.0	3.6	Ta_chr4.fa	38773	38858	(11143)	+	L2d2	LINE/L2	3363	3445	(19)	137	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
886	23.6	5.0	2.9	Ta_chr4.fa	38889	39128	(10873)	+	MIR	SINE/MIR	18	262	(0)	138	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
877	15.0	1.9	0.6	Ta_chr4.fa	39160	39313	(10688)	+	MIR1_Amn	SINE/MIR	8	163	(67)	139	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
306	18.5	1.9	0.0	Ta_chr4.fa	39375	39428	(10573)	+	MIR	SINE/MIR	206	260	(2)	139	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
296	19.5	9.0	2.9	Ta_chr4.fa	39504	39646	(10355)	+	L2a	LINE/L2	3212	3343	(83)	140	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
730	26.1	6.0	1.8	Ta_chr4.fa	39731	39945	(10056)	+	MIR	SINE/MIR	39	262	(0)	141	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
350	25.7	3.1	5.6	Ta_chr4.fa	40107	40234	(9767)	+	L2a	LINE/L2	3278	3402	(24)	140	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
339	6.3	0.9	0.0	Ta_chr4.fa	40233	40287	(9714)	+	MIR	SINE/MIR	106	168	(62)	142	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
388	20.4	3.9	3.6	Ta_chr4.fa	40276	40385	(9616)	+	L2a	LINE/L2	3256	3426	(0)	143	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
443	19.7	1.1	6.7	Ta_chr4.fa	40491	40609	(9392)	C	L2d2	LINE/L2	(9)	3455	3260	144	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
348	27.9	1.4	7.5	Ta_chr4.fa	40610	40757	(9244)	C	L2b	LINE/L2	(26)	3399	3231	145	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
466	18.9	1.6	7.1	Ta_chr4.fa	40691	40831	(9170)	C	MIRc	SINE/MIR	(32)	198	63	146	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
807	21.0	7.0	5.4	Ta_chr4.fa	40842	41098	(8903)	C	MIR	SINE/MIR	(0)	262	2	147	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
437	22.9	11.0	6.2	Ta_chr4.fa	41392	41591	(8410)	+	L2a	LINE/L2	3217	3425	(1)	148	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
205	31.2	5.0	5.0	Ta_chr4.fa	41670	41770	(8231)	+	L2d	LINE/L2	3267	3367	(58)	149	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
858	21.7	6.2	4.6	Ta_chr4.fa	41771	42026	(7975)	+	MIR	SINE/MIR	3	262	(0)	150	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
451	23.8	3.6	1.8	Ta_chr4.fa	42660	42770	(7231)	+	L2d2	LINE/L2	3347	3459	(5)	151	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
251	21.8	5.5	0.0	Ta_chr4.fa	43144	43198	(6803)	C	MIRb	SINE/MIR	(1)	267	210	152	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
407	25.8	0.9	5.5	Ta_chr4.fa	43155	43269	(6732)	C	L2d2	LINE/L2	(19)	3445	3336	153	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
204	22.9	6.5	1.5	Ta_chr4.fa	43243	43304	(6697)	+	MIR	SINE/MIR	185	249	(13)	142	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
211	20.1	3.7	7.7	Ta_chr4.fa	43272	43325	(6676)	+	L2d2	LINE/L2	3375	3459	(5)	154	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
898	19.6	8.0	4.0	Ta_chr4.fa	43398	43636	(6365)	+	MIR	SINE/MIR	2	249	(13)	155	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
188	20.0	0.0	0.0	Ta_chr4.fa	43715	43754	(6247)	C	L2c	LINE/L2	(222)	3165	3126	156	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
460	26.8	2.6	7.3	Ta_chr4.fa	44095	44415	(5586)	C	L2b	LINE/L2	(6)	3420	3122	157	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
751	22.8	7.9	5.0	Ta_chr4.fa	45048	45301	(4700)	C	MIR	SINE/MIR	(0)	262	2	158	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
594	23.9	3.6	4.5	Ta_chr4.fa	45351	45613	(4388)	+	L2a	LINE/L2	3120	3426	(0)	159	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
363	16.7	1.7	0.6	Ta_chr4.fa	45721	45794	(4207)	C	L2b	LINE/L2	(18)	3446	3304	160	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
403	21.9	13.3	4.7	Ta_chr4.fa	45899	46056	(3945)	C	L2b	LINE/L2	(0)	3375	3205	160	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
494	18.1	1.0	22.6	Ta_chr4.fa	46144	46336	(3665)	+	L2b	LINE/L2	3217	3375	(0)	161	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
313	19.1	5.7	2.8	Ta_chr4.fa	46347	46416	(3585)	+	L2b	LINE/L2	3304	3375	(0)	162	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
388	22.9	3.1	2.0	Ta_chr4.fa	46425	46522	(3479)	+	L2b	LINE/L2	3277	3375	(0)	163	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
717	17.4	0.8	0.0	Ta_chr4.fa	46532	46652	(3349)	+	MIRb	SINE/MIR	25	146	(122)	164	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
465	23.7	4.2	5.2	Ta_chr4.fa	46617	46765	(3236)	+	L2b	LINE/L2	3246	3447	(17)	165	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
232	23.8	0.0	10.3	Ta_chr4.fa	46750	46824	(3177)	+	MIRb	SINE/MIR	186	253	(15)	164	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
284	26.1	1.4	0.0	Ta_chr4.fa	46769	46837	(3164)	+	L2d2	LINE/L2	3390	3459	(5)	166	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
183	27.9	0.0	0.0	Ta_chr4.fa	46827	46869	(3132)	C	L2c	LINE/L2	(62)	3325	3283	167	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
204	28.5	0.5	8.7	Ta_chr4.fa	46873	46998	(3003)	+	L2d	LINE/L2	3280	3412	(13)	168	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
389	25.3	3.2	3.7	Ta_chr4.fa	46919	47038	(2963)	C	L2b	LINE/L2	(18)	3446	3273	169	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
565	19.3	1.9	5.1	Ta_chr4.fa	47032	47198	(2803)	+	L2b	LINE/L2	3238	3446	(18)	170	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
181	28.2	0.0	10.3	Ta_chr4.fa	47183	47257	(2744)	+	MIRb	SINE/MIR	186	253	(15)	171	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
228	22.4	10.3	0.0	Ta_chr4.fa	47210	47267	(2734)	+	L2d	LINE/L2	3356	3419	(6)	168	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
214	28.5	0.0	10.5	Ta_chr4.fa	47306	47435	(2566)	+	L2a	LINE/L2	3280	3412	(13)	172	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
437	21.2	4.4	3.9	Ta_chr4.fa	47356	47514	(2487)	C	L2b	LINE/L2	(18)	3446	3273	173	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
279	9.5	2.4	0.0	Ta_chr4.fa	48776	48817	(1184)	C	L2b	LINE/L2	(0)	3375	3333	174	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
236	26.7	0.0	2.2	Ta_chr4.fa	48822	48884	(1117)	+	L2a	LINE/L2	3359	3446	(18)	172	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
956	20.4	8.1	5.6	Ta_chr4.fa	49491	49750	(251)	C	MIRb	SINE/MIR	(0)	268	3	175	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
391	17.5	14.0	1.9	Ta_chr4.fa	49907	49999	(2)	C	L2a	LINE/L2	(18)	3408	3305	176	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
333	24.6	1.4	0.0	La_scaffold_17.fa	186	254	(49747)	C	tRNA-Asn-AAC	tRNA	(1)	76	7	1	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
317	22.4	1.3	1.3	La_scaffold_17.fa	501	577	(49424)	C	MamGypLTR2c	LTR/Gypsy	(45)	1023	947	2	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
373	24.6	18.6	0.0	La_scaffold_17.fa	970	1087	(48914)	+	MIR	SINE/MIR	57	196	(66)	3	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
213	26.1	0.0	0.0	La_scaffold_17.fa	1203	1248	(48753)	+	MIR	SINE/MIR	216	261	(1)	3	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
3194	13.7	9.6	0.6	La_scaffold_17.fa	1528	2142	(47859)	C	L1MC2	LINE/L1	(13)	6331	5662	4	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
1253	14.5	3.6	3.1	La_scaffold_17.fa	2316	2536	(47465)	C	L1MC2	LINE/L1	(2116)	5669	5448	4	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
913	14.7	4.0	1.4	La_scaffold_17.fa	2744	2936	(47065)	C	L1MC2	LINE/L1	(2321)	5464	5259	4	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
252	17.5	2.4	4.9	La_scaffold_17.fa	2960	3043	(46958)	C	MamGypLTR2c	LTR/Gypsy	(984)	84	3	5	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
230	31.7	4.8	2.0	La_scaffold_17.fa	3311	3455	(46546)	+	L1MEd	LINE/L1	59	207	(6879)	6	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
386	27.4	15.8	0.0	La_scaffold_17.fa	5349	5494	(44507)	+	L2	LINE/L2	2345	2513	(906)	7	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
517	34.4	2.9	8.3	La_scaffold_17.fa	5718	5996	(44005)	+	L2	LINE/L2	2500	2764	(655)	7	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
388	23.0	4.8	4.8	La_scaffold_17.fa	6227	6372	(43629)	+	L2	LINE/L2	2854	2999	(420)	7	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
477	18.6	3.9	8.9	La_scaffold_17.fa	6425	6577	(43424)	C	MLT1B	LTR/ERVL-MaLR	(0)	390	245	8	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
275	12.2	4.0	2.0	La_scaffold_17.fa	6994	7043	(42958)	C	MLT1B	LTR/ERVL-MaLR	(414)	53	3	8	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
278	19.4	5.3	4.0	La_scaffold_17.fa	7048	7122	(42879)	+	L2	LINE/L2	2591	2666	(753)	9	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
239	40.2	3.9	2.7	La_scaffold_17.fa	8268	8525	(41476)	C	MamRTE1	LINE/RTE-BovB	(1347)	2465	2205	10	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
